"created_date","agency","complaint_type","descriptor","borough","incident_zip","latitude","longitude","location_type","street_name","status","resolution_description"
"2026-03-17T15:22:26.000","DPR","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","QUEENS","11385","40.70889249389671","-73.91337948692032","Street","STOCKHOLM STREET","In Progress",
"2026-03-17T15:22:03.000","DOT","Street Condition","Pothole","QUEENS","11375","40.72880720507908","-73.8403273829808",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T15:21:09.000","DOT","Street Condition","Guard Rail - Street","BROOKLYN","11221","40.692034679907614","-73.94564283336824","Street","DEKALB AVENUE","Closed","The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information."
"2026-03-17T15:20:21.000","DOT","Street Condition","Blocked - Construction","BROOKLYN","11234","40.60865537725828","-73.91277843653117","Street","MILL AVENUE","Closed","The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work."
"2026-03-17T15:20:05.000","DOT","Street Condition","Pothole","QUEENS","11385",,,,"80 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T15:20:03.000","DSNY","Missed Collection","Compost","BROOKLYN","11234","40.61780272026866","-73.9362444001867","Street","AVENUE P","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T15:19:54.000","DOT","Street Condition","Pothole","BROOKLYN","11225","40.66510008632271","-73.94538002210363",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T15:18:43.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","QUEENS","11426","40.7379304454551","-73.71838095391023","Street","250 STREET","In Progress","NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap."
"2026-03-17T15:18:33.000","DPR","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","BROOKLYN","11208","40.681280908647025","-73.88595991101471","Street","CLEVELAND STREET","In Progress",
"2026-03-17T15:18:00.000","DEP","Water System","Excessive Water In Basement (WEFB)","STATEN ISLAND","10304","40.60212134425381","-74.08545205707186",,"NORTH RAILROAD AVENUE","Started","The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint."
"2026-03-17T15:18:00.000","DOT","Street Condition","Pothole","QUEENS","11691","40.61072235602998","-73.76301972999842",,,"Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T15:17:49.000","DSNY","Missed Collection","Recycling - Paper/Metal/Glass/Rigid Plastic","BROOKLYN","11208","40.68423128970843","-73.87018035360595","Street","FULTON STREET","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T15:17:27.000","DOT","Street Condition","Pothole","BROOKLYN","11223","40.60419461792944","-73.9721765349984",,,"Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T15:17:23.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","STATEN ISLAND","10312","40.54971559476548","-74.18328521009168","Street","SINCLAIR AVENUE","Closed","No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization."
"2026-03-17T15:17:00.000","DEP","Water System","Leak (Use Comments) (WA2)","QUEENS","11102","40.76431747979146","-73.92126009371735",,"33 STREET","Open",
"2026-03-17T15:16:15.000","DOT","Street Condition","Pothole","QUEENS","11361","40.75825954002199","-73.76827743831079",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T15:16:10.000","DOT","Street Condition","Pothole","QUEENS","11373",,,,"JUNCTION BOULEVARD","Pending","The Department of Transportation inspected this complaint and referred it to the Arterial Division for further action."
"2026-03-17T15:15:19.000","DOT","Street Condition","Pothole","QUEENS","11373","40.73725273296075","-73.86609329531986",,,"Pending","The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675)."
"2026-03-17T15:14:49.000","DOT","Street Condition","Cave-in","BROOKLYN","11239","40.650013308434986","-73.88415021596411","Street","PENNSYLVANIA AVENUE","In Progress",
"2026-03-17T15:14:23.000","DOT","Street Condition","Pothole","QUEENS","11362",,,,"54 AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T15:14:20.000","DOT","Street Condition","Pothole","QUEENS","11373",,,,"JUNCTION BOULEVARD","Pending","The Department of Transportation inspected this complaint and referred it to the Arterial Division for further action."
"2026-03-17T15:14:06.000","DOT","Street Condition","Pothole","QUEENS","11004","40.741777683528355","-73.70700800971741",,,"Pending","The Department of Transportation inspected this complaint and referred it to the Arterial Division for further action."
"2026-03-17T15:14:03.000","DOT","Street Condition","Pothole","BRONX","10467",,,,"EAST GUN HILL ROAD","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T15:14:02.000","DOT","Street Condition","Pothole","MANHATTAN","10002","40.71855584723336","-73.98820001110087",,,"Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T15:13:56.000","DOT","Street Condition","Pothole","MANHATTAN","10019",,,,"WEST   51 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T15:11:54.000","DSNY","Missed Collection","Recycling - Metal/Glass/Rigid Plastic","BROOKLYN","11204","40.622647540212846","-73.9852306829778","Street","58 STREET","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T15:11:20.000","DOT","Street Condition","Plate Condition - Noisy","MANHATTAN","10010","40.73715385745763","-73.9843573127709","Street","3 AVENUE","Closed","The Department of Transportation inspected the condition and issued a summons to the responsible party. A re-inspection will be done within 10 days. If the condition still exists, a second summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs."
"2026-03-17T15:11:00.000","DEP","Water System","Hydrant Running (WC3)","BROOKLYN","11235","40.57538158035702","-73.96879039842658",,"OCEAN PARKWAY","Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T15:10:42.000","DOT","Street Condition","Pothole","QUEENS","11379",,,,"79 STREET","Pending","The Department of Transportation referred this complaint to the Inspections Unit for further action."
"2026-03-17T15:10:41.000","DOT","Street Condition","Plate Condition - Noisy","MANHATTAN","10004","40.70211148855414","-74.01584364556996","Street","HUGH L CAREY TUNNEL","Closed","The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information."
"2026-03-17T15:10:23.000","DOT","Street Condition","Pothole","BROOKLYN","11229",,,,"QUENTIN ROAD","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T15:10:00.000","DEP","Sewer","Street Flooding (SJ)","BROOKLYN","11212","40.66732963599012","-73.9150159202102",,"HERZEL STREET","Open",
"2026-03-17T15:09:39.000","DOT","Street Condition","Pothole","QUEENS","11428","40.720356054164306","-73.74196214556203",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T15:09:24.000","DOT","Sidewalk Condition","Blocked - Construction","BROOKLYN","11208","40.68856315543546","-73.87570687991574","Sidewalk","CYPRESS HILLS STREET","In Progress",
"2026-03-17T15:08:55.000","DOT","Street Condition","Pothole","BROOKLYN","11215","40.666844893217565","-73.99485975576329",,,"Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T15:08:53.000","DOT","Street Condition","Pothole","QUEENS","11358",,,,"191 STREET","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T15:08:00.000","DEP","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)","BROOKLYN","11229","40.601491729534025","-73.94406722937356",,"EAST   28 STREET","Open",
"2026-03-17T15:06:46.000","DOT","Street Condition","Pothole","QUEENS","11368","40.7474314437714","-73.86709779877147",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T15:06:09.000","DOT","Street Condition","Pothole","QUEENS","11373",,,,"JUNCTION BOULEVARD","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T15:06:00.000","DEP","Water System","Hydrant Running (WC3)","BROOKLYN","11233","40.68171237226381","-73.91151831752673",,,"Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T15:06:00.000","DOT","Street Condition","Blocked - Construction","BROOKLYN","11219","40.63355624896783","-73.99722939968417","Street","12 AVENUE","Closed","The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work."
"2026-03-17T15:05:35.000","DOT","Street Condition","Failed Street Repair","QUEENS","11427","40.723580247460355","-73.75026190218107","Street","213 STREET","Closed","The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information."
"2026-03-17T15:05:17.000","DPR","Damaged Tree","Entire Tree Has Fallen Down","BRONX","10465","40.83407584973439","-73.81787562567173","Street","BARKLEY AVENUE","In Progress","NYC Parks created a work order for the tree condition and expects to address the issue within 28 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees."
"2026-03-17T15:05:06.000","DOT","Sidewalk Condition","Sidewalk Collapsed","QUEENS","11432","40.71428215230356","-73.80977645873516","Sidewalk","HOOVER AVENUE","Closed","The Department of Transportation inspected the condition, sent notice to responsible party, and temporary repairs were made to make the area safe."
"2026-03-17T15:05:04.000","DOT","Street Condition","Pothole","QUEENS","11368",,,,"41 AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T15:05:00.000","DEP","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)","BROOKLYN","11219","40.632779382868144","-73.9946498132953",,"53 STREET","Open",
"2026-03-17T15:04:57.000","DOT","Street Condition","Pothole","BRONX","10460",,,,"EAST TREMONT AVENUE","Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T15:04:36.000","DOT","Street Condition","Pothole","QUEENS","11427","40.737169189016115","-73.74015774629967",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T15:04:00.000","DEP","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)","BROOKLYN","11219","40.63449768290327","-73.99623495685952",,"12 AVENUE","Open",
"2026-03-17T15:04:00.000","DEP","Water System","Possible Water Main Break (Use Comments) (WA1)","QUEENS","11369","40.76189583556331","-73.87403947502392",,"95 STREET","Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T15:03:40.000","DOT","Sidewalk Condition","Blocked - Construction","BROOKLYN","11219","40.6346733436387","-73.99606560963456","Sidewalk","12 AVENUE","Closed","The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work."
"2026-03-17T15:03:17.000","DOT","Street Condition","Pothole","QUEENS","11358",,,,"NORTHERN BOULEVARD","Open","The Department of Transportation assigned this complaint to a field crew for inspection and, if warranted, repair."
"2026-03-17T15:03:10.000","DPR","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","BROOKLYN","11208","40.681280908647025","-73.88595991101471","Street","CLEVELAND STREET","In Progress",
"2026-03-17T15:03:02.000","DOT","Street Condition","Pothole","MANHATTAN","10128","40.78858546268302","-73.95528188275227",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T15:02:55.000","DOT","Sidewalk Condition","Sidewalk Violation","BROOKLYN","11214","40.58759659157321","-73.98599811543338","Sidewalk","BAY 49 STREET","Closed","A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party."
"2026-03-17T15:02:34.000","DOT","Street Condition","Pothole","BRONX","10452",,,,"JEROME AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T15:02:31.000","DOT","Street Condition","Pothole","QUEENS","11004",,,,"79 AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T15:01:55.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","MANHATTAN","10024","40.78258156838398","-73.98077182473321","Street","BROADWAY","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T15:01:33.000","DOT","Street Condition","Cave-in","BROOKLYN","11234","40.62879647735779","-73.91620701341262","Street","BERGEN AVENUE","Closed","The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work."
"2026-03-17T15:01:00.000","DEP","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)","BROOKLYN","11219","40.63355624896783","-73.99722939968417",,,"Open",
"2026-03-17T15:01:00.000","DEP","Water System","Possible Water Main Break (Use Comments) (WA1)","BROOKLYN","11236","40.63489620915877","-73.90004379112816",,"REMSEN AVENUE","Open",
"2026-03-17T15:00:31.000","DPR","Damaged Tree","Tree Alive - in Poor Condition","BRONX","10461","40.8517537818432","-73.8540066181799","Street","RHINELANDER AVENUE","Closed","The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information."
"2026-03-17T14:59:03.000","DOT","Street Condition","Pothole","STATEN ISLAND","10305",,,,"QUINCY AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:58:47.000","DOT","Street Condition","Pothole","BROOKLYN","11212","40.665779254655355","-73.91941190703439",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:58:42.000","DOT","Street Condition","Pothole","BRONX","10451","40.82615281329658","-73.92025830601959",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:58:26.000","DOT","Street Condition","Pothole","QUEENS","11361",,,,"34 AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:56:58.000","DOT","Street Condition","Pothole","QUEENS","11435",,,,"JAMAICA AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:56:19.000","DOT","Street Condition","Pothole","BRONX","10451","40.826397709016504","-73.92115411196359",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:56:14.000","DOT","Sidewalk Condition","Broken Sidewalk","STATEN ISLAND","10308","40.551371509247396","-74.13752124692563","Sidewalk","MAYBURY AVENUE","In Progress",
"2026-03-17T14:56:00.000","DEP","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)","QUEENS","11427","40.723580247460355","-73.75026190218107",,"213 STREET","Closed","NYC DEP investigated and determined that the catch basin connection required flushing to alleviate the condition which was completed at the time of the inspection."
"2026-03-17T14:55:52.000","DOT","Street Condition","Rough, Pitted or Cracked Roads","QUEENS","11375","40.71652996688692","-73.85710212217046","Street","SELFRIDGE STREET","Closed","The Department of Transportation investigated this Service Request and determined this street requires general maintenance. This location has been processed into another system and is expected to be repaired in 30 days."
"2026-03-17T14:55:15.000","DOT","Street Condition","Cave-in","QUEENS","11374","40.72428180339402","-73.8691751392678","Street","WOODHAVEN BOULEVARD","Closed","The Department of Transportation inspected the condition, sent notice to responsible party, and temporary repairs were made to make the area safe."
"2026-03-17T14:54:36.000","DOT","Street Condition","Pothole","QUEENS","11368",,,,"JUNCTION BOULEVARD","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:54:16.000","DOT","Street Condition","Pothole","QUEENS","11361",,,,"NORTHERN BOULEVARD","Open","The Department of Transportation assigned this complaint to a field crew for inspection and, if warranted, repair."
"2026-03-17T14:53:50.000","DOT","Street Condition","Cave-in","QUEENS","11429","40.70917596448434","-73.73803776355672","Street","SPRINGFIELD BOULEVARD","Closed","The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work."
"2026-03-17T14:53:47.000","DOT","Street Condition","Defective Hardware","QUEENS","11368","40.74276305006561","-73.8674715971249","Street","JUNCTION BOULEVARD","Closed","The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days."
"2026-03-17T14:53:35.000","DOT","Street Condition","Failed Street Repair","MANHATTAN","10033","40.84867767150193","-73.93633396363441","Street","WEST 179 STREET","Closed","The Department of Transportation inspected the condition you reported. It has been entered into the maintenance system. It will be repaired within 30 days."
"2026-03-17T14:53:25.000","DOT","Street Condition","Pothole","STATEN ISLAND","10303",,,,"SIMONSON AVENUE","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:52:46.000","DOT","Sidewalk Condition","Broken Sidewalk","STATEN ISLAND","10314","40.60012673813355","-74.13816902822049","Sidewalk","DEWHURST STREET","In Progress",
"2026-03-17T14:52:00.000","DOT","Street Light Condition","Flood Light Lamp Out","BROOKLYN","11224","40.57541481657025","-73.98342326590799",,,"Open",
"2026-03-17T14:52:00.000","DEP","Sewer","RAIN GARDEN DEBRIS (GIRGD)","QUEENS","11377","40.73918727365409","-73.9183343695378",,"48 AVENUE","Open",
"2026-03-17T14:51:50.000","DOT","Street Condition","Pothole","QUEENS","11373",,,,"JUNCTION BOULEVARD","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:51:42.000","DPR","Root/Sewer/Sidewalk Condition","Trees and Sidewalks Program","BRONX","10465","40.84302765213157","-73.8204461232109","Street","STADIUM AVENUE","In Progress",
"2026-03-17T14:51:00.000","DEP","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)","QUEENS","11420","40.67542755426754","-73.81339147001552",,"ROCKAWAY BOULEVARD","Closed","The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint."
"2026-03-17T14:51:00.000","DOT","Street Light Condition","Street Light Out","MANHATTAN","10033","40.849728516393135","-73.94077888005718",,"WEST  179 STREET","Closed","Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below."
"2026-03-17T14:50:55.000","DOT","Street Condition","Pothole","QUEENS","11361","40.758317957786","-73.77701612924112",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:50:17.000","DOT","Street Condition","Defective Hardware","QUEENS","11373","40.7415472099059","-73.86754618971149","Street","JUNCTION BOULEVARD","Closed","The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days."
"2026-03-17T14:50:06.000","DOT","Street Condition","Defective Hardware","BRONX","10463","40.88945285706443","-73.90447490856299","Street","GREYSTONE AVENUE","Closed","The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs."
"2026-03-17T14:50:00.000","DOT","Street Light Condition","Street Light Out","BROOKLYN","11235","40.58403273799215","-73.93493376754506",,,"Open",
"2026-03-17T14:49:29.000","DOT","Street Condition","Pothole","BROOKLYN","11218",,,,"40 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:49:00.000","DOT","Street Light Condition","Street Light Out","BROOKLYN","11235","40.58386245757858","-73.93977977751719",,,"Open",
"2026-03-17T14:49:00.000","DOT","Street Light Condition","Street Light Out","BROOKLYN","11235","40.58403273799215","-73.93493376754506",,,"Open",
"2026-03-17T14:49:00.000","DEP","Water System","Hydrant Running (WC3)","BROOKLYN","11229","40.60286793476299","-73.94070975245272",,"AVENUE T","Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:48:58.000","DOT","Street Condition","Cave-in","QUEENS","11429","40.70917596448434","-73.73803776355672","Street","SPRINGFIELD BOULEVARD","Closed","The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work."
"2026-03-17T14:48:43.000","DOT","Street Condition","Pothole","MANHATTAN","10128","40.78858546268302","-73.95528188275227",,,"Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:48:29.000","DOT","Street Condition","Pothole","MANHATTAN","10001",,,,"WEST   32 STREET","Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:48:26.000","DOT","Street Condition","Pothole","MANHATTAN","10128","40.77914450955612","-73.9447737506954",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:48:03.000","DSNY","Missed Collection","Recycling - Paper","MANHATTAN","10003","40.73386086087273","-73.99095763857336","Street","BROADWAY","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T14:48:00.000","DEP","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)","STATEN ISLAND","10304","40.62222626871569","-74.08265723368606",,"WARREN STREET","Started","The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint."
"2026-03-17T14:48:00.000","DOT","Street Light Condition","Street Light Out","BROOKLYN","11230","40.62723217084602","-73.97434285306538",,,"Open",
"2026-03-17T14:48:00.000","DOT","Street Light Condition","Street Light Out","BROOKLYN","11235","40.58379745676639","-73.94147191966394",,,"Open",
"2026-03-17T14:47:39.000","DOT","Street Condition","Pothole","QUEENS","11373",,,,"JUNCTION BOULEVARD","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:47:00.000","DEP","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)","QUEENS","11378","40.71649433570378","-73.90169262678862",,"FRESH POND ROAD","Open",
"2026-03-17T14:46:56.000","DOT","Street Condition","Plate Condition - Shifted","MANHATTAN","10010","40.73715385745763","-73.9843573127709","Street","3 AVENUE","Closed","The Department of Transportation inspected the condition and issued a summons to the responsible party. A re-inspection will be done within 10 days. If the condition still exists, a second summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs."
"2026-03-17T14:46:55.000","DPR","Damaged Tree","Branch or Limb Has Fallen Down","BROOKLYN","11215","40.67344345240749","-73.97487664325735","Street","PRESIDENT STREET","Closed","NYC Parks performed the work necessary to correct the condition."
"2026-03-17T14:46:48.000","DOT","Sidewalk Condition","Blocked - Construction","QUEENS","11416","40.686699258357194","-73.8480976192266","Sidewalk","94 STREET","Closed","The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs."
"2026-03-17T14:46:11.000","DOT","Sidewalk Condition","Sidewalk Violation","STATEN ISLAND","10314","40.603983872664195","-74.13528158963133","Sidewalk","BIRCHARD AVENUE","Closed","A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party."
"2026-03-17T14:46:05.000","DOT","Street Condition","Pothole","QUEENS","11368","40.74560183087915","-73.868086685074",,,"Open","The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair."
"2026-03-17T14:45:10.000","DOT","Street Condition","Pothole","QUEENS","11420",,,,"SUTTER AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:45:00.000","DOT","Street Light Condition","Street Light Out","QUEENS","11361",,,,"37 AVENUE","Open",
"2026-03-17T14:44:48.000","DPR","Damaged Tree","Tree Alive - in Poor Condition","BROOKLYN","11212","40.67063155377579","-73.904456665584","Street","PITKIN AVENUE","Closed","The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information."
"2026-03-17T14:43:52.000","DOT","Street Condition","Pothole","QUEENS","11420",,,,"120 STREET","Pending","The Department of Transportation inspected this complaint and referred it to the Arterial Division for further action."
"2026-03-17T14:43:25.000","DOT","Street Condition","Pothole","STATEN ISLAND","10310",,,,"BEMENT AVENUE","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:42:59.000","DOT","Street Condition","Pothole","QUEENS","11429","40.70893195247118","-73.73815775189858",,"SPRINGFIELD BOULEVARD","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:42:19.000","DOT","Street Condition","Rough, Pitted or Cracked Roads","MANHATTAN","10128","40.78791319432663","-73.95577707067562","Street","5 AVENUE","Closed","The Department of Transportation inspected the condition you reported. It has been entered into the maintenance system. It will be repaired within 30 days."
"2026-03-17T14:42:00.000","DEP","Water System","Possible Water Main Break (Use Comments) (WA1)","BROOKLYN","11210","40.63651247884135","-73.9439441973869",,"FARRAGUT ROAD","Closed","The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:42:00.000","DEP","Sewer","Catch Basin Clogged/Flooding (Use Comments) (SC)","QUEENS","11004","40.74765703312501","-73.70703267908299",,"79 AVENUE","Open",
"2026-03-17T14:41:36.000","DOT","Street Condition","Failed Street Repair","QUEENS","11434","40.680848624346524","-73.77791693433115","Street","166 STREET","Closed","The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days."
"2026-03-17T14:41:00.000","DEP","Water System","Leak (Use Comments) (WA2)","QUEENS","11367","40.725515607065475","-73.82844022346572",,"PARK DRIVE EAST","Started","The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint."
"2026-03-17T14:40:58.000","DSNY","Missed Collection","Trash","BRONX","10457","40.85219607200364","-73.897736382285","Street","EAST 180 STREET","Closed","The Department of Sanitation collected the requested items."
"2026-03-17T14:40:32.000","DOT","Street Condition","Pothole","BRONX","10458",,,,"EAST FORDHAM ROAD","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:40:18.000","DOT","Street Condition","Pothole","QUEENS","11420",,,,"ROCKAWAY BOULEVARD","Closed","The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed."
"2026-03-17T14:40:04.000","DOT","Street Condition","Pothole","BROOKLYN","11229","40.60223038063626","-73.93426422115618",,,"Closed","The Department of Transportation inspected this complaint and repaired the problem."
"2026-03-17T14:40:00.000","DEP","Sewer","Manhole Overflow (Use Comments) (SA1)","QUEENS","11372","40.75092224616417","-73.87147602807038",,"WARREN STREET","Closed","The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint."
